full_path,drums/PredDecibel,drums/SNR,drums/SignalNoiseRatio,drums/TargetDecibel,model,test_set,other/PredDecibel,other/SNR,other/SignalNoiseRatio,other/TargetDecibel,vocals/PredDecibel,vocals/SNR,vocals/SignalNoiseRatio,vocals/TargetDecibel,bass/PredDecibel,bass/SNR,bass/SignalNoiseRatio,bass/TargetDecibel
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Angels In Amplifiers - I'm Alright.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-22.802488327026367,6.747859954833984,6.747859954833984,-22.54554748535156,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Arise - Run Run Run.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-27.533653259277344,1.1162912845611572,1.1162912845611572,-20.09284019470215,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/BKS - Bulldozer.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-25.33254814147949,3.421786308288574,3.421786308288574,-25.26147079467773,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/BKS - Too Much.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-27.937725067138672,5.555447578430176,5.555447578430176,-27.41593360900879,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Ben Carrigan - We'll Talk About It All Tonight.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-27.33522224426269,5.427475929260254,5.427475929260254,-26.9068546295166,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Bobby Nobody - Stitch Up.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-27.78638458251953,3.9762723445892334,3.9762723445892334,-25.35013198852539,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Buitraker - Revo X.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-24.69193458557129,5.7520012855529785,5.7520012855529785,-23.708232879638672,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Carlos Gonzalez - A Place For Us.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-23.87754821777344,5.685275077819824,5.685275077819824,-23.813495635986328,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Cristina Vane - So Easy.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-25.75819206237793,3.7038049697875977,3.7038049697875977,-26.025558471679688,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Detsky Sad - Walkie Talkie.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-23.76478576660156,1.004197359085083,1.004197359085083,-24.69160842895508,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Enda Reilly - Cur An Long Ag Seol.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-24.936527252197266,8.46735954284668,8.46735954284668,-24.645771026611328,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Forkupines - Semantics.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-23.999814987182617,4.536633968353272,4.536633968353272,-23.734025955200195,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Georgia Wonder - Siren.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-23.984580993652344,5.255367279052734,5.255367279052734,-23.704723358154297,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Girls Under Glass - We Feel Alright.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-24.45219039916992,6.0739288330078125,6.0739288330078125,-23.63784408569336,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Hollow Ground - Ill Fate.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-21.580612182617188,4.530872344970703,4.530872344970703,-19.13758087158203,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/James Elder & Mark M Thompson - The English Actor.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-23.349742889404297,6.244107246398926,6.244107246398926,-23.24800491333008,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Juliet's Rescue - Heartbeats.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-24.422447204589844,5.763523101806641,5.763523101806641,-23.506267547607425,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Little Chicago's Finest - My Own.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-27.19036102294922,-5.354449272155762,-5.354449272155762,-33.83903121948242,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Louis Cressy Band - Good Time.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-25.412578582763672,5.9874773025512695,5.9874773025512695,-23.726167678833008,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Lyndsey Ollard - Catching Up.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-29.41472816467285,4.630152702331543,4.630152702331543,-29.74396514892578,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/M.E.R.C.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-27.39801788330078,5.011117935180664,5.011117935180664,-26.371723175048828,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Moosmusic - Big Dummy Shake.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-24.163694381713867,5.864558219909668,5.864558219909668,-23.32993507385254,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Motor Tapes - Shore.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-21.61556625366211,7.776459217071533,7.776459217071533,-21.355548858642575,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Mu - Too Bright.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-27.304012298583984,5.090404510498047,5.090404510498047,-26.072696685791016,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Nerve 9 - Pray For The Rain.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-24.61811065673828,6.246029376983643,6.246029376983643,-23.57499885559082,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/PR - Happy Daze.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-59.438209533691406,-0.0004210083279758,-0.0004210083279758,-29.029205322265625,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/PR - Oh No.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-26.7961540222168,1.8501977920532229,1.8501977920532229,-26.435253143310547,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Punkdisco - Oral Hygiene.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-35.035255432128906,4.924161911010742,4.924161911010742,-32.9968376159668,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Raft Monk - Tiring.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-23.3121395111084,4.607785224914551,4.607785224914551,-21.898513793945312,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Sambasevam Shanmugam - Kaathaadi.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-24.352893829345703,6.380967140197754,6.380967140197754,-25.05702209472656,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Secretariat - Borderline.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-21.785133361816406,7.134620666503906,7.134620666503906,-20.82286071777344,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Secretariat - Over The Top.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-23.215557098388672,7.033614158630371,7.033614158630371,-22.87162399291992,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Side Effects Project - Sing With Me.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-35.3035888671875,3.529022216796875,3.529022216796875,-34.26063919067383,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Signe Jakobsen - What Have You Done To Me.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-23.960433959960938,4.709323883056641,4.709323883056641,-22.36675071716309,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Skelpolu - Resurrection.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-25.013572692871094,2.767871618270874,2.767871618270874,-25.005199432373047,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Speak Softly - Broken Man.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-24.04429626464844,6.941288948059082,6.941288948059082,-23.299657821655277,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Speak Softly - Like Horses.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-22.51428985595703,5.981182098388672,5.981182098388672,-22.562339782714844,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/The Doppler Shift - Atrophy.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-24.166173934936523,4.589914798736572,4.589914798736572,-23.239118576049805,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/The Easton Ellises (Baumi) - SDRNR.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-26.02698516845703,2.096961259841919,2.096961259841919,-24.12228775024414,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/The Easton Ellises - Falcon 69.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-24.53634452819824,3.322739839553833,3.322739839553833,-22.923269271850582,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/The Long Wait - Dark Horses.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-27.39103507995605,5.378131866455078,5.378131866455078,-26.000146865844727,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/The Mountaineering Club - Mallory.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-26.61656379699707,6.19858455657959,6.19858455657959,-26.85908508300781,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/The Sunshine Garcia Band - For I Am The Moon.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-31.099254608154297,2.763496160507202,2.763496160507202,-31.64095115661621,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Timboz - Pony.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-21.65204620361328,7.724853515625,7.724853515625,-20.67180824279785,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Tom McKenzie - Directions.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-26.20635032653809,-0.0626883059740066,-0.0626883059740066,-27.99961853027344,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Triviul feat.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-30.255125045776367,3.604270458221436,3.604270458221436,-28.89488220214844,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/We Fell From The Sky - Not You.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-23.68390846252441,7.0482025146484375,7.0482025146484375,-22.704811096191406,,,,,,,,
/home/hice1/kwatchar3/Documents/data/musdb18hq/intermediates/npz/test/Zeno - Signs.npz,,,,,qtyn4z9v,MUSDB18HQDatasource,-22.348045349121094,6.183979034423828,6.183979034423828,-21.84394073486328,,,,,,,,
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/0358fd1e-244a-4422-9a42-29b5d68f6e4b.npz,-31.418163299560547,7.055973052978516,7.055973052978516,-30.73606300354004,xzslzg26,MoisesDBDatasource,-28.39497375488281,5.777133464813232,5.777133464813232,-26.81552505493164,-33.86210632324219,7.568010330200195,7.568010330200195,-33.48835754394531,-34.99485778808594,,-105.83601379394533,-120.0
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/05e7af85-9721-4b42-952a-ccd34feb6033.npz,-30.190134048461918,9.210914611816406,9.210914611816406,-29.702970504760746,xzslzg26,MoisesDBDatasource,-31.140045166015625,7.1453938484191895,7.1453938484191895,-30.40575218200684,-32.69389343261719,7.848610877990723,7.848610877990723,-32.11173248291016,-31.87273979187012,8.753385543823242,8.753385543823242,-31.78006172180176
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/06bfc6e7-e5ac-4827-bf8e-ffaf1675872f.npz,-32.3770637512207,9.842300415039062,9.842300415039062,-32.347023010253906,xzslzg26,MoisesDBDatasource,-28.88241195678711,10.247025489807127,10.247025489807127,-28.383310317993164,-27.76805686950684,13.589766502380373,13.589766502380373,-27.51344871520996,-29.722076416015625,14.911100387573242,14.911100387573242,-29.538410186767575
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/07fb2df2-91d6-458d-9230-9638b4edac08.npz,-29.853694915771484,13.53119659423828,13.53119659423828,-29.805604934692383,xzslzg26,MoisesDBDatasource,-31.83856964111328,9.06467056274414,9.06467056274414,-31.52195930480957,-36.30744171142578,7.878994941711426,7.878994941711426,-35.46328353881836,-37.53159332275391,7.075925350189209,7.075925350189209,-37.14490509033203
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/0d528a19-cb0f-4421-b250-444f9343e51c.npz,-25.66783142089844,9.828228950500488,9.828228950500488,-25.34850311279297,xzslzg26,MoisesDBDatasource,-27.867000579833984,4.830752849578857,4.830752849578857,-27.04457092285156,-25.240936279296875,8.529945373535156,8.529945373535156,-24.46686553955078,-26.34733009338379,13.415032386779783,13.415032386779783,-26.186798095703125
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/11845abc-8ca3-4fb2-bd84-521aeeff56f4.npz,-24.556900024414062,12.093721389770508,12.093721389770508,-24.179664611816406,xzslzg26,MoisesDBDatasource,-25.292654037475582,0.8725859522819519,0.8725859522819519,-26.93986701965332,-28.72882843017578,12.120246887207031,12.120246887207031,-28.53472900390625,-33.49696350097656,0.0369799435138702,0.0369799435138702,-27.51139640808105
